Mod:Item:MetaData, Localized Name
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:sprinkler, Sprinkler
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:crop_sticks, Crop Sticks
agricraft:journal, Agricultural Journal
agricraft:trowel, Gardening Trowel
agricraft:debugger, Debugger
agricraft:rake:0, Wooden Hand Rake
agricraft:rake:1, Iron Hand Rake
agricraft:clipper, Clipper
agricraft:clipping, Clipping
agricraft:agri_nugget:0, Emerald Nugget
agricraft:agri_nugget:1, Diamond Nugget
agricraft:agri_nugget:2, Quartz Shard
agricraft:agri_nugget:3, Iron Nugget
agricraft:agri_nugget:4, Copper Nugget
agricraft:agri_nugget:5, Tin Nugget
agricraft:agri_nugget:6, Lead Nugget
agricraft:agri_nugget:7, Silver Nugget
agricraft:agri_nugget:8, Aluminum Nugget
agricraft:agri_nugget:9, Nickel Nugget
agricraft:agri_nugget:10, Platinum Nugget
agricraft:agri_nugget:11, Osmium Nugget
agricraft:agri_nugget:12, Unknown Fragment
agricraft:magnifying_glass, Magnifying Glass
betterbuilderswands:wandstone, Stone Wand
betterbuilderswands:wandiron, Iron Wand
betterbuilderswands:wanddiamond, Diamond Wand
betterbuilderswands:wandunbreakable, Unbreakable Wand
chiselsandbits:chisel_stone, Stone Chisel
chiselsandbits:chisel_iron, Iron Chisel
chiselsandbits:chisel_gold, Golden Chisel
chiselsandbits:chisel_diamond, Diamond Chisel
chiselsandbits:positiveprint, Positive Chisel Design
chiselsandbits:negativeprint, Negative Chisel Design
chiselsandbits:mirrorprint, Mirror Chisel Design
chiselsandbits:bit_bag, Chiseled Bit Bag
chiselsandbits:wrench_wood, Wooden Wrench
chiselsandbits:bitsaw_diamond, Diamond Bit Saw
chiselsandbits:block_bit:0, Chiseled Bit - Stone
chiselsandbits:block_bit:0, Chiseled Bit - Granite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Granite
chiselsandbits:block_bit:0, Chiseled Bit - Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Grass Block
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Coarse Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sand
chiselsandbits:block_bit:0, Chiseled Bit - Red Sand
chiselsandbits:block_bit:0, Chiseled Bit - Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Birch Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Wet Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Block
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Wool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Wool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Wool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Wool
chiselsandbits:block_bit:0, Chiseled Bit - Green Wool
chiselsandbits:block_bit:0, Chiseled Bit - Red Wool
chiselsandbits:block_bit:0, Chiseled Bit - Black Wool
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gold
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iron
chiselsandbits:block_bit:0, Chiseled Bit - Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Moss Stone
chiselsandbits:block_bit:0, Chiseled Bit - Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Diamond
chiselsandbits:block_bit:0, Chiseled Bit - Crafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ice
chiselsandbits:block_bit:0, Chiseled Bit - Snow
chiselsandbits:block_bit:0, Chiseled Bit - Clay
chiselsandbits:block_bit:0, Chiseled Bit - Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - White Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Green Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Red Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Black Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Melon
chiselsandbits:block_bit:0, Chiseled Bit - Mycelium
chiselsandbits:block_bit:0, Chiseled Bit - Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Ore
